manufacturer,model,year,version,power(kW),fuel_date,odometer,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,ecr_deviation,id,month,season,weekend,consumption(kWh/100km)_rolling_mean
Tesla Motors,Model S,2015,Model S85,278,2016-05-15,5765,70.0,28.0,Electricity,Summer tires,1,0,1,Normal,26.42,0,0,10.32,5,5,spring,weekend,26.42
Tesla Motors,Model S,2015,Model S85,278,2016-05-13,5695,187.0,35.0,Electricity,Summer tires,1,0,1,Normal,26.42,0,0,10.32,5,5,spring,weekday,26.42
Tesla Motors,Model S,2015,Model S85,278,2016-10-05,5508,22.0,48.0,Electricity,Summer tires,1,1,1,Normal,19.73,0,0,3.629999999999999,5,10,fall,weekday,23.075000000000003
Tesla Motors,Model S,2015,Model S85,278,2016-09-05,5486,272.0,10.0,Electricity,Summer tires,1,1,1,Normal,19.73,0,0,3.629999999999999,5,9,fall,weekday,19.73
Tesla Motors,Model S,2015,Model S85,278,2016-08-05,5214,194.0,61.0,Electricity,Summer tires,0,1,0,Normal,26.14,0,0,10.04,5,8,summer,weekday,22.935000000000002
Tesla Motors,Model S,2015,Model S85,278,2016-07-05,5020,135.0,25.0,Electricity,Summer tires,1,1,1,Normal,26.14,0,0,10.04,5,7,summer,weekday,26.14
Tesla Motors,Model S,2015,Model S85,278,2016-07-05,4885,225.0,56.0,Electricity,Summer tires,1,1,1,Normal,22.83,0,0,6.729999999999997,5,7,summer,weekday,24.485
Tesla Motors,Model S,2015,Model S85,278,2016-07-05,4660,51.0,7.0,Electricity,Summer tires,1,1,1,Normal,22.83,0,0,6.729999999999997,5,7,summer,weekday,22.83
Tesla Motors,Model S,2015,Model S85,278,2016-06-05,4609,348.0,60.0,Electricity,Summer tires,1,1,1,Normal,17.24,0,0,1.139999999999997,5,6,summer,weekend,20.034999999999997
Volkswagen,Golf,2016,e-Golf,85,2022-09-10,96203,86.0,11.43,Electricity,Summer tires,1,1,1,Normal,13.3,1,0,0.6000000000000014,10,9,fall,weekend,12.65
Volkswagen,Golf,2016,e-Golf,85,2022-08-10,96117,61.0,6.89,Electricity,Summer tires,1,0,1,Normal,11.3,1,0,-1.3999999999999986,10,8,summer,weekday,12.3
Volkswagen,Golf,2016,e-Golf,85,2022-07-10,96056,52.0,5.92,Electricity,Summer tires,1,0,1,Normal,11.4,1,0,-1.299999999999999,10,7,summer,weekend,11.350000000000001
Volkswagen,Golf,2016,e-Golf,85,2022-05-10,96004,55.0,5.83,Electricity,Summer tires,1,0,1,Normal,10.6,1,0,-2.1,10,5,spring,weekday,11.0
Volkswagen,Golf,2016,e-Golf,85,2022-02-10,95949,59.0,9.44,Electricity,Summer tires,1,0,1,Normal,16.0,1,0,3.3000000000000007,10,2,winter,weekday,13.3
Volkswagen,Golf,2016,e-Golf,85,2022-09-28,95890,35.0,6.3,Electricity,Summer tires,1,0,1,Normal,18.0,1,0,5.300000000000001,10,9,fall,weekday,17.0
Volkswagen,Golf,2016,e-Golf,85,2022-09-26,95855,41.0,6.19,Electricity,Summer tires,1,0,1,Normal,15.1,1,0,2.4000000000000004,10,9,fall,weekday,16.55
Volkswagen,Golf,2016,e-Golf,85,2022-09-24,95814,26.0,3.69,Electricity,Summer tires,1,1,1,Normal,14.2,0,0,1.5,10,9,fall,weekend,14.649999999999999
Volkswagen,Golf,2016,e-Golf,85,2022-09-24,95788,112.0,15.23,Electricity,Summer tires,1,1,1,Normal,13.6,0,0,0.9000000000000004,10,9,fall,weekend,13.899999999999999
Volkswagen,Golf,2016,e-Golf,85,2022-09-23,95676,56.0,7.28,Electricity,Summer tires,1,1,1,Normal,13.0,0,0,0.3000000000000007,10,9,fall,weekday,13.3
Volkswagen,Golf,2016,e-Golf,85,2022-09-23,95620,77.0,9.08,Electricity,Summer tires,1,1,1,Normal,11.8,0,0,-0.8999999999999986,10,9,fall,weekday,12.4
Volkswagen,Golf,2016,e-Golf,85,2022-09-22,95543,41.0,4.59,Electricity,Summer tires,1,0,1,Normal,11.2,0,0,-1.5,10,9,fall,weekday,11.5
Volkswagen,Golf,2016,e-Golf,85,2022-09-21,95502,60.0,7.08,Electricity,Summer tires,1,0,1,Normal,11.8,1,0,-0.8999999999999986,10,9,fall,weekday,11.5
Volkswagen,Golf,2016,e-Golf,85,2022-09-20,95442,104.0,13.72,Electricity,Summer tires,1,1,1,Normal,13.2,1,0,0.5,10,9,fall,weekday,12.5
Volkswagen,Golf,2016,e-Golf,85,2022-09-19,95338,31.0,4.43,Electricity,Summer tires,1,0,1,Normal,14.3,1,0,1.6000000000000014,10,9,fall,weekday,13.75
Volkswagen,Golf,2016,e-Golf,85,2022-09-17,95307,53.0,6.89,Electricity,Summer tires,1,1,1,Normal,13.0,1,0,0.3000000000000007,10,9,fall,weekend,13.65
Volkswagen,Golf,2016,e-Golf,85,2022-09-17,95254,86.0,12.12,Electricity,Summer tires,1,1,1,Normal,14.1,1,0,1.4000000000000004,10,9,fall,weekend,13.55
Volkswagen,Golf,2016,e-Golf,85,2022-09-16,95168,58.0,7.07,Electricity,Summer tires,1,0,1,Normal,12.2,1,0,-0.5,10,9,fall,weekday,13.149999999999999
Volkswagen,Golf,2016,e-Golf,85,2022-09-15,95110,105.0,13.44,Electricity,Summer tires,1,1,1,Normal,12.8,1,0,0.1000000000000014,10,9,fall,weekday,12.5
Volkswagen,Golf,2016,e-Golf,85,2022-09-14,95005,23.0,2.46,Electricity,Summer tires,1,0,1,Normal,10.7,1,0,-2.0,10,9,fall,weekday,11.75
Volkswagen,Golf,2016,e-Golf,85,2022-09-14,94982,89.0,9.97,Electricity,Summer tires,1,0,1,Normal,11.2,1,0,-1.5,10,9,fall,weekday,10.95
Volkswagen,Golf,2016,e-Golf,85,2022-12-09,94893,77.0,8.7,Electricity,Summer tires,1,0,1,Normal,11.3,1,0,-1.3999999999999986,10,12,winter,weekday,11.25
Volkswagen,Golf,2016,e-Golf,85,2022-07-09,94816,27.0,3.15,Electricity,Summer tires,1,0,1,Normal,11.7,1,0,-1.0,10,7,summer,weekend,11.5
Volkswagen,Golf,2016,e-Golf,85,2022-06-09,94789,52.0,6.08,Electricity,Summer tires,1,0,1,Normal,11.7,1,0,-1.0,10,6,summer,weekday,11.7
Volkswagen,Golf,2016,e-Golf,85,2022-05-09,94737,38.0,4.21,Electricity,Summer tires,1,0,1,Normal,11.1,1,0,-1.5999999999999996,10,5,spring,weekday,11.399999999999999
Volkswagen,Golf,2016,e-Golf,85,2022-04-09,94699,77.0,8.47,Electricity,Summer tires,1,0,1,Normal,11.0,1,0,-1.6999999999999993,10,4,spring,weekend,11.05
Volkswagen,Golf,2016,e-Golf,85,2022-02-09,94622,114.0,14.48,Electricity,Summer tires,1,1,1,Normal,12.7,1,0,0.0,10,2,winter,weekday,11.85
Volkswagen,Golf,2016,e-Golf,85,2022-01-09,94508,56.0,6.21,Electricity,Summer tires,1,0,1,Normal,11.1,1,0,-1.5999999999999996,10,1,winter,weekend,11.899999999999999
Volkswagen,Golf,2016,e-Golf,85,2022-08-31,94452,79.0,9.71,Electricity,Summer tires,1,0,1,Normal,12.3,1,0,-0.3999999999999986,10,8,summer,weekday,11.7
Volkswagen,Golf,2016,e-Golf,85,2022-08-30,94373,60.0,6.9,Electricity,Summer tires,1,0,1,Normal,11.5,1,0,-1.1999999999999993,10,8,summer,weekday,11.9
Volkswagen,Golf,2016,e-Golf,85,2022-08-26,94313,61.0,6.95,Electricity,Summer tires,1,0,1,Normal,11.4,1,0,-1.299999999999999,10,8,summer,weekday,11.45
Volkswagen,Golf,2016,e-Golf,85,2022-08-24,94252,61.0,7.01,Electricity,Summer tires,1,0,1,Normal,11.5,1,0,-1.1999999999999993,10,8,summer,weekday,11.45
Volkswagen,Golf,2016,e-Golf,85,2022-08-22,94191,38.0,4.14,Electricity,Summer tires,1,0,1,Normal,10.9,1,0,-1.799999999999999,10,8,summer,weekday,11.2
Volkswagen,Golf,2016,e-Golf,85,2022-08-20,94153,65.0,8.32,Electricity,Summer tires,1,0,1,Normal,12.8,1,0,0.1000000000000014,10,8,summer,weekend,11.850000000000001
Volkswagen,Golf,2016,e-Golf,85,2022-08-18,94088,114.0,12.65,Electricity,Summer tires,1,0,1,Normal,11.1,1,0,-1.5999999999999996,10,8,summer,weekday,11.95
Volkswagen,Golf,2016,e-Golf,85,2022-08-16,93974,58.0,6.96,Electricity,Summer tires,1,0,1,Normal,12.0,1,0,-0.6999999999999993,10,8,summer,weekday,11.55
Volkswagen,Golf,2016,e-Golf,85,2022-08-13,93916,115.0,14.49,Electricity,Summer tires,1,1,1,Normal,12.6,1,0,-0.0999999999999996,10,8,summer,weekend,12.3
Volkswagen,Golf,2016,e-Golf,85,2022-12-08,93801,28.0,3.33,Electricity,Summer tires,1,0,1,Normal,11.9,1,0,-0.7999999999999989,10,12,winter,weekday,12.25
Volkswagen,Golf,2016,e-Golf,85,2022-11-08,93773,104.0,10.81,Electricity,Summer tires,1,0,1,Normal,10.4,1,0,-2.299999999999999,10,11,fall,weekday,11.15
Volkswagen,Golf,2016,e-Golf,85,2022-09-08,93669,48.0,5.42,Electricity,Summer tires,1,0,1,Normal,11.3,1,0,-1.3999999999999986,10,9,fall,weekday,10.850000000000001
Volkswagen,Golf,2016,e-Golf,85,2022-07-08,93621,85.0,9.52,Electricity,Summer tires,1,1,1,Normal,11.2,1,0,-1.5,10,7,summer,weekday,11.25
Volkswagen,Golf,2016,e-Golf,85,2022-04-08,93536,51.0,6.12,Electricity,Summer tires,1,0,1,Normal,12.0,1,0,-0.6999999999999993,10,4,spring,weekday,11.6
Volkswagen,Golf,2016,e-Golf,85,2022-03-08,93485,25.0,3.05,Electricity,Summer tires,1,0,1,Normal,12.2,1,0,-0.5,10,3,spring,weekday,12.1
Volkswagen,Golf,2016,e-Golf,85,2022-03-08,93460,93.0,12.09,Electricity,Summer tires,1,1,1,Normal,13.0,1,0,0.3000000000000007,10,3,spring,weekday,12.6
Volkswagen,Golf,2016,e-Golf,85,2022-02-08,93367,48.0,5.18,Electricity,Summer tires,1,0,1,Normal,10.8,1,0,-1.8999999999999984,10,2,winter,weekday,11.9
Volkswagen,Golf,2016,e-Golf,85,2022-01-08,93319,68.0,7.2,Electricity,Summer tires,1,0,1,Normal,10.6,1,0,-2.1,10,1,winter,weekend,10.7
Volkswagen,Golf,2016,e-Golf,85,2022-07-30,93251,74.0,7.62,Electricity,Summer tires,1,0,1,Normal,10.3,1,0,-2.3999999999999986,10,7,summer,weekend,10.45
Volkswagen,Golf,2016,e-Golf,85,2022-07-25,93177,79.0,8.21,Electricity,Summer tires,1,0,1,Normal,10.4,1,0,-2.299999999999999,10,7,summer,weekday,10.350000000000001
Volkswagen,Golf,2016,e-Golf,85,2022-07-24,93098,126.0,15.87,Electricity,Summer tires,1,1,1,Normal,12.6,1,0,-0.0999999999999996,10,7,summer,weekend,11.5
Volkswagen,Golf,2016,e-Golf,85,2022-07-23,92972,111.0,14.2,Electricity,Summer tires,1,1,1,Normal,12.8,1,0,0.1000000000000014,10,7,summer,weekend,12.7
Volkswagen,Golf,2016,e-Golf,85,2022-07-22,92861,48.0,4.94,Electricity,Summer tires,1,0,1,Normal,10.3,1,0,-2.3999999999999986,10,7,summer,weekday,11.55
Volkswagen,Golf,2016,e-Golf,85,2022-07-20,92813,116.0,13.34,Electricity,Summer tires,1,1,1,Normal,11.5,1,0,-1.1999999999999993,10,7,summer,weekday,10.9
Volkswagen,Golf,2016,e-Golf,85,2022-07-20,92697,85.0,10.11,Electricity,Summer tires,1,1,1,Normal,11.9,1,0,-0.7999999999999989,10,7,summer,weekday,11.7
Volkswagen,Golf,2016,e-Golf,85,2022-07-20,92612,89.0,11.03,Electricity,Summer tires,1,1,1,Normal,12.4,1,0,-0.2999999999999989,10,7,summer,weekday,12.15
Volkswagen,Golf,2016,e-Golf,85,2022-07-19,92523,30.0,3.15,Electricity,Summer tires,1,0,1,Normal,10.5,1,0,-2.1999999999999997,10,7,summer,weekday,11.45
Volkswagen,Golf,2016,e-Golf,85,2022-07-18,92493,75.0,8.1,Electricity,Summer tires,1,0,1,Normal,10.8,1,0,-1.8999999999999984,10,7,summer,weekday,10.65
Volkswagen,Golf,2016,e-Golf,85,2022-07-17,92418,75.0,9.45,Electricity,Summer tires,1,1,1,Normal,12.6,1,0,-0.0999999999999996,10,7,summer,weekend,11.7
Volkswagen,Golf,2016,e-Golf,85,2022-07-17,92343,101.0,11.21,Electricity,Summer tires,0,1,0,Normal,11.1,1,0,-1.5999999999999996,10,7,summer,weekend,11.85
Volkswagen,Golf,2016,e-Golf,85,2022-07-17,92242,40.0,7.52,Electricity,Summer tires,0,1,0,Normal,18.8,1,0,6.100000000000001,10,7,summer,weekend,14.95
Volkswagen,Golf,2016,e-Golf,85,2022-07-16,92202,56.0,6.38,Electricity,Summer tires,1,1,1,Normal,11.4,1,0,-1.299999999999999,10,7,summer,weekend,15.100000000000001
Volkswagen,Golf,2016,e-Golf,85,2022-07-16,92146,86.0,10.32,Electricity,Summer tires,0,1,0,Normal,12.0,1,0,-0.6999999999999993,10,7,summer,weekend,11.700000000000003
Volkswagen,Golf,2016,e-Golf,85,2022-07-16,92060,49.0,6.37,Electricity,Summer tires,0,1,0,Normal,13.0,1,0,0.3000000000000007,10,7,summer,weekend,12.500000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-07-16,92011,75.0,9.75,Electricity,Summer tires,1,1,1,Normal,13.0,1,0,0.3000000000000007,10,7,summer,weekend,13.0
Volkswagen,Golf,2016,e-Golf,85,2022-07-15,91936,122.0,12.93,Electricity,Summer tires,1,1,1,Normal,10.6,1,0,-2.1,10,7,summer,weekday,11.8
Volkswagen,Golf,2016,e-Golf,85,2022-07-14,91814,92.0,10.58,Electricity,Summer tires,1,1,1,Normal,11.5,1,0,-1.1999999999999993,10,7,summer,weekday,11.05
Volkswagen,Golf,2016,e-Golf,85,2022-12-07,91722,91.0,10.37,Electricity,Summer tires,1,1,1,Normal,11.4,1,0,-1.299999999999999,10,12,winter,weekday,11.450000000000003
Volkswagen,Golf,2016,e-Golf,85,2022-12-07,91722,91.0,10.37,Electricity,Summer tires,1,1,1,Normal,11.4,1,0,-1.299999999999999,10,12,winter,weekday,11.4
Volkswagen,Golf,2016,e-Golf,85,2022-12-07,91722,91.0,10.37,Electricity,Summer tires,1,1,1,Normal,11.4,1,0,-1.299999999999999,10,12,winter,weekday,11.4
Volkswagen,Golf,2016,e-Golf,85,2022-12-07,91631,105.0,11.34,Electricity,Summer tires,1,1,1,Normal,10.8,1,0,-1.8999999999999984,10,12,winter,weekday,11.100000000000001
Volkswagen,Golf,2016,e-Golf,85,2022-08-07,91526,83.0,10.46,Electricity,Summer tires,1,1,1,Normal,12.6,1,0,-0.0999999999999996,10,8,summer,weekend,11.700000000000003
Volkswagen,Golf,2016,e-Golf,85,2022-08-07,91443,92.0,12.7,Electricity,Summer tires,1,1,1,Normal,13.8,1,0,1.1000000000000014,10,8,summer,weekend,13.200000000000003
Volkswagen,Golf,2016,e-Golf,85,2022-07-07,91351,78.0,8.81,Electricity,Summer tires,1,1,1,Normal,11.3,1,0,-1.3999999999999986,10,7,summer,weekday,12.550000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-06-07,91273,103.0,13.08,Electricity,Summer tires,1,1,1,Normal,12.7,1,0,0.0,10,6,summer,weekday,12.000000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-05-07,91170,106.0,13.89,Electricity,Summer tires,1,1,1,Normal,13.1,1,0,0.4000000000000003,10,5,spring,weekend,12.900000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-05-07,91064,101.0,14.75,Electricity,Summer tires,1,1,1,Normal,14.6,1,0,1.9000000000000004,10,5,spring,weekend,13.850000000000001
Volkswagen,Golf,2016,e-Golf,85,2022-05-07,90963,103.0,11.74,Electricity,Summer tires,1,1,1,Normal,11.4,1,0,-1.299999999999999,10,5,spring,weekend,13.000000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-04-07,90860,87.0,10.96,Electricity,Summer tires,1,1,1,Normal,12.6,1,0,-0.0999999999999996,10,4,spring,weekday,12.000000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-02-07,90773,40.0,5.08,Electricity,Summer tires,1,0,1,Normal,12.7,0,0,0.0,10,2,winter,weekday,12.650000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-06-30,90733,46.0,5.43,Electricity,Summer tires,1,0,1,Normal,11.8,0,0,-0.8999999999999986,10,6,summer,weekday,12.250000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-06-29,90687,80.0,9.2,Electricity,Summer tires,1,0,1,Normal,11.5,0,0,-1.1999999999999993,10,6,summer,weekday,11.650000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-06-28,90607,30.0,3.3,Electricity,Summer tires,1,0,1,Normal,11.0,0,0,-1.6999999999999993,10,6,summer,weekday,11.250000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-06-27,90577,122.0,12.68,Electricity,Summer tires,1,0,1,Normal,10.4,0,0,-2.299999999999999,10,6,summer,weekday,10.700000000000003
Volkswagen,Golf,2016,e-Golf,85,2022-06-26,90455,40.0,4.16,Electricity,Summer tires,1,0,1,Normal,10.4,0,0,-2.299999999999999,10,6,summer,weekend,10.4
Volkswagen,Golf,2016,e-Golf,85,2022-06-25,90415,88.0,10.47,Electricity,Summer tires,1,0,1,Normal,11.9,0,0,-0.7999999999999989,10,6,summer,weekend,11.150000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-06-24,90327,30.0,3.24,Electricity,Summer tires,1,0,1,Normal,10.8,0,0,-1.8999999999999984,10,6,summer,weekday,11.350000000000001
Volkswagen,Golf,2016,e-Golf,85,2022-06-23,90297,51.0,5.5,Electricity,Summer tires,1,0,1,Normal,10.8,0,0,-1.8999999999999984,10,6,summer,weekday,10.8
Volkswagen,Golf,2016,e-Golf,85,2022-06-22,90246,37.0,4.18,Electricity,Summer tires,1,0,1,Normal,11.3,0,0,-1.3999999999999986,10,6,summer,weekday,11.050000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-06-21,90209,43.0,5.28,Electricity,Summer tires,1,0,1,Normal,12.3,0,0,-0.3999999999999986,10,6,summer,weekday,11.800000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-06-19,90166,76.0,7.75,Electricity,Summer tires,1,1,1,Normal,10.2,0,0,-2.5,10,6,summer,weekend,11.250000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-06-19,90090,45.0,5.58,Electricity,Summer tires,1,1,1,Normal,12.4,0,0,-0.2999999999999989,10,6,summer,weekend,11.3
Volkswagen,Golf,2016,e-Golf,85,2022-06-19,90045,54.0,5.83,Electricity,Summer tires,1,0,1,Normal,10.8,0,0,-1.8999999999999984,10,6,summer,weekend,11.600000000000001
Volkswagen,Golf,2016,e-Golf,85,2022-06-16,89991,17.0,2.01,Electricity,Summer tires,1,0,1,Normal,11.8,0,0,-0.8999999999999986,10,6,summer,weekday,11.300000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-06-16,89974,56.0,6.44,Electricity,Summer tires,1,0,1,Normal,11.5,0,0,-1.1999999999999993,10,6,summer,weekday,11.650000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-06-14,89918,56.0,6.94,Electricity,Summer tires,1,0,1,Normal,12.4,0,0,-0.2999999999999989,10,6,summer,weekday,11.950000000000003
Volkswagen,Golf,2016,e-Golf,85,2022-12-06,89862,56.0,5.99,Electricity,Summer tires,1,0,1,Normal,10.7,0,0,-2.0,10,12,winter,weekday,11.55
Volkswagen,Golf,2016,e-Golf,85,2022-11-06,89806,24.0,3.02,Electricity,Summer tires,1,0,1,Normal,12.6,0,0,-0.0999999999999996,10,11,fall,weekend,11.650000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-09-06,89782,81.0,9.72,Electricity,Summer tires,1,0,1,Normal,12.0,0,0,-0.6999999999999993,10,9,fall,weekday,12.3
Volkswagen,Golf,2016,e-Golf,85,2022-08-06,89701,27.0,2.94,Electricity,Summer tires,1,0,1,Normal,10.9,0,0,-1.799999999999999,10,8,summer,weekend,11.450000000000003
Volkswagen,Golf,2016,e-Golf,85,2022-08-06,89674,75.0,8.32,Electricity,Summer tires,1,0,1,Normal,11.1,0,0,-1.5999999999999996,10,8,summer,weekend,11.000000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-04-06,89599,64.0,6.33,Electricity,Summer tires,1,1,1,Normal,9.9,0,0,-2.799999999999999,10,4,spring,weekday,10.500000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-04-06,89535,82.0,11.72,Electricity,Summer tires,1,1,1,Normal,14.3,0,0,1.6000000000000014,10,4,spring,weekday,12.100000000000001
Volkswagen,Golf,2016,e-Golf,85,2022-04-06,89453,68.0,7.61,Electricity,Summer tires,1,0,1,Normal,11.2,0,0,-1.5,10,4,spring,weekday,12.750000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-02-06,89385,83.0,8.96,Electricity,Summer tires,1,0,1,Normal,10.8,0,0,-1.8999999999999984,10,2,winter,weekend,11.000000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-01-06,89302,45.0,5.27,Electricity,Summer tires,1,0,1,Normal,11.7,0,0,-1.0,10,1,winter,weekday,11.250000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-05-31,89257,57.0,7.01,Electricity,Summer tires,1,0,1,Normal,12.3,0,0,-0.3999999999999986,10,5,spring,weekday,12.000000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-05-29,89200,80.0,9.04,Electricity,Summer tires,1,1,1,Normal,11.3,0,0,-1.3999999999999986,10,5,spring,weekend,11.800000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-05-29,89120,56.0,6.88,Electricity,Summer tires,0,1,0,Normal,12.3,0,0,-0.3999999999999986,10,5,spring,weekend,11.800000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-05-29,89064,59.0,9.61,Electricity,Summer tires,0,1,0,Normal,16.3,0,0,3.6000000000000014,10,5,spring,weekend,14.300000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-05-29,89005,52.0,8.58,Electricity,Summer tires,0,1,0,Normal,16.5,0,0,3.8000000000000007,10,5,spring,weekend,16.400000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-05-29,88953,43.0,5.8,Electricity,Summer tires,1,1,1,Normal,13.5,0,0,0.8000000000000007,10,5,spring,weekend,15.000000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-05-28,88910,72.0,9.14,Electricity,Summer tires,0,1,0,Normal,12.7,0,0,0.0,10,5,spring,weekend,13.100000000000001
Volkswagen,Golf,2016,e-Golf,85,2022-05-28,88838,121.0,14.88,Electricity,Summer tires,0,1,1,Normal,12.3,0,0,-0.3999999999999986,10,5,spring,weekend,12.500000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-05-28,88717,95.0,11.4,Electricity,Summer tires,1,1,1,Normal,12.0,0,0,-0.6999999999999993,10,5,spring,weekend,12.150000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-05-27,88622,34.0,4.08,Electricity,Summer tires,1,0,1,Normal,12.0,0,0,-0.6999999999999993,10,5,spring,weekday,12.0
Volkswagen,Golf,2016,e-Golf,85,2022-05-26,88588,64.0,7.04,Electricity,Summer tires,1,0,1,Normal,11.0,0,0,-1.6999999999999993,10,5,spring,weekday,11.500000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-05-23,88524,75.0,8.1,Electricity,Summer tires,1,0,1,Normal,10.8,0,0,-1.8999999999999984,10,5,spring,weekday,10.900000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-05-19,88449,65.0,7.08,Electricity,Summer tires,1,0,1,Normal,10.9,0,0,-1.799999999999999,10,5,spring,weekday,10.850000000000001
Volkswagen,Golf,2016,e-Golf,85,2022-05-15,88384,44.0,5.58,Electricity,Summer tires,1,0,1,Normal,12.7,0,0,0.0,10,5,spring,weekend,11.8
Volkswagen,Golf,2016,e-Golf,85,2022-12-05,88340,58.0,6.72,Electricity,Summer tires,1,0,1,Normal,11.6,0,0,-1.0999999999999996,10,12,winter,weekday,12.150000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-11-05,88282,70.0,7.7,Electricity,Summer tires,1,0,1,Normal,11.0,0,0,-1.6999999999999993,10,11,fall,weekend,11.3
Volkswagen,Golf,2016,e-Golf,85,2022-09-05,88212,132.0,15.97,Electricity,Summer tires,1,1,1,Normal,12.1,0,0,-0.5999999999999996,10,9,fall,weekday,11.55
Volkswagen,Golf,2016,e-Golf,85,2022-08-05,88080,67.0,7.63,Electricity,Summer tires,1,1,1,Normal,11.4,0,0,-1.299999999999999,10,8,summer,weekday,11.750000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-08-05,88013,90.0,12.69,Electricity,Summer tires,1,1,1,Normal,14.1,0,0,1.4000000000000004,10,8,summer,weekday,12.750000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-07-05,87923,66.0,7.72,Electricity,Summer tires,1,1,1,Normal,11.7,0,0,-1.0,10,7,summer,weekday,12.900000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-07-05,87857,90.0,12.6,Electricity,Summer tires,1,1,1,Normal,14.0,0,0,1.3000000000000007,10,7,summer,weekday,12.850000000000001
Volkswagen,Golf,2016,e-Golf,85,2022-06-05,87767,43.0,5.8,Electricity,Summer tires,1,0,1,Normal,13.5,0,0,0.8000000000000007,10,6,summer,weekend,13.750000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-06-05,87724,33.0,4.58,Electricity,Summer tires,1,0,1,Normal,13.9,0,0,1.200000000000001,10,6,summer,weekend,13.700000000000003
Volkswagen,Golf,2016,e-Golf,85,2022-04-05,87691,38.0,4.56,Electricity,Summer tires,1,0,1,Normal,12.0,0,0,-0.6999999999999993,10,4,spring,weekday,12.950000000000003
Volkswagen,Golf,2016,e-Golf,85,2022-03-05,87653,56.0,6.83,Electricity,Summer tires,1,0,1,Normal,12.2,0,0,-0.5,10,3,spring,weekend,12.100000000000001
Volkswagen,Golf,2016,e-Golf,85,2022-01-05,87597,43.0,4.9,Electricity,Summer tires,1,0,1,Normal,11.4,0,0,-1.299999999999999,10,1,winter,weekday,11.8
Volkswagen,Golf,2016,e-Golf,85,2022-04-29,87554,43.0,5.29,Electricity,Summer tires,1,0,1,Normal,12.3,0,0,-0.3999999999999986,10,4,spring,weekday,11.850000000000001
Volkswagen,Golf,2016,e-Golf,85,2022-04-27,87511,88.0,12.5,Electricity,Summer tires,1,0,1,Normal,14.2,0,0,1.5,10,4,spring,weekday,13.250000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-04-26,87423,24.0,3.62,Electricity,Summer tires,1,0,1,Normal,15.1,0,0,2.4000000000000004,10,4,spring,weekday,14.650000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-04-25,87399,58.0,8.99,Electricity,Summer tires,1,0,1,Normal,15.5,0,0,2.8000000000000007,10,4,spring,weekday,15.3
Volkswagen,Golf,2016,e-Golf,85,2022-04-24,87341,20.0,2.2,Electricity,Summer tires,1,0,1,Normal,11.0,0,0,-1.6999999999999993,10,4,spring,weekend,13.250000000000002
Volkswagen,Golf,2016,e-Golf,85,2022-04-22,87321,61.0,7.44,Electricity,Summer tires,1,0,1,Normal,12.2,0,0,-0.5,10,4,spring,weekday,11.600000000000001
Volkswagen,Golf,2016,e-Golf,85,2022-04-21,87260,65.0,8.19,Electricity,Summer tires,1,0,1,Normal,12.6,0,0,-0.0999999999999996,10,4,spring,weekday,12.400000000000002
